time_ps,T_K,PE_eV_atom,P_GPa
1.210000000000000142e+01,3.643466383599999858e+02,-4.887443923593750128e+00,-2.965730166056666506e-01
1.215000000000000036e+01,3.498620354899999825e+02,-4.885409058281250161e+00,-1.586800528806666943e-01
1.220000000000000107e+01,3.671334784300000251e+02,-4.887164780208332893e+00,-4.892507883799999679e-01
1.225000000000000000e+01,4.049915792699999884e+02,-4.891422467135416952e+00,-2.779702633800000267e-01
1.230000000000000071e+01,3.825491604700000039e+02,-4.888202857968749981e+00,-2.746195710666666234e-01
1.235000000000000142e+01,3.867270585800000049e+02,-4.888134533593750497e+00,-4.884964185866666475e-01
1.240000000000000036e+01,3.913440328799999861e+02,-4.888070608072916379e+00,-3.726509856799999909e-01
1.245000000000000107e+01,3.994095265000000268e+02,-4.888783080572916440e+00,-2.852301930166666888e-01
1.250000000000000000e+01,3.745262437399999840e+02,-4.886460030156249523e+00,-4.679892410533333380e-01
1.255000000000000071e+01,3.661012712899999997e+02,-4.888001599322916668e+00,1.524374208346666870e-01
1.260000000000000142e+01,3.307023852899999952e+02,-4.886157346822916914e+00,-5.080040643366666719e-01
1.265000000000000036e+01,3.590399493400000210e+02,-4.890385479583333250e+00,-3.918159873999998988e-02
1.270000000000000107e+01,3.593129293499999903e+02,-4.889997636562499750e+00,-2.625082167199999650e-01
1.275000000000000000e+01,4.014081783099999825e+02,-4.892926044218749659e+00,-3.174825548899999905e-01
1.280000000000000071e+01,3.670372220099999936e+02,-4.884277000885416165e+00,-2.797989323500000292e-01
1.285000000000000142e+01,3.810422566099999813e+02,-4.882676002604166676e+00,-5.582101191433334053e-01
1.290000000000000036e+01,4.265282207500000027e+02,-4.887271149635416201e+00,-4.504161859233333232e-01
1.295000000000000107e+01,3.821874820599999794e+02,-4.882313092239583874e+00,-2.758753267856666747e-01
1.300000000000000000e+01,3.925804284000000166e+02,-4.884720814375000053e+00,-6.417115229133333321e-01
1.305000000000000071e+01,3.721262702299999887e+02,-4.883532681874999781e+00,-1.451916244489999952e-01
1.310000000000000142e+01,3.990219444900000099e+02,-4.887887690520833495e+00,-3.001106765100000073e-01
1.315000000000000036e+01,3.970775664099999744e+02,-4.889788101249999741e+00,-8.228311311933333982e-01
1.320000000000000107e+01,4.138949516399999879e+02,-4.894804381718750541e+00,-3.870641117799999975e-01
1.325000000000000000e+01,3.952321299500000009e+02,-4.894648136406249961e+00,-5.549501101199999509e-01
1.330000000000000071e+01,3.762760172700000112e+02,-4.893951364635416468e+00,-4.473091885266666790e-02
1.335000000000000142e+01,3.699905237699999816e+02,-4.893870870677083040e+00,-2.729629583533333403e-01
1.340000000000000036e+01,3.585463318800000252e+02,-4.891795027343749602e+00,-3.482455453066666817e-01
1.345000000000000107e+01,3.648456684299999893e+02,-4.891137399166666455e+00,-4.900246304199999958e-01
1.350000000000000000e+01,3.569457894399999986e+02,-4.888721491979166167e+00,-3.722492706433333520e-01
1.355000000000000071e+01,3.664476847399999997e+02,-4.888719528229166222e+00,-6.636224448600000492e-02
1.360000000000000142e+01,3.935308299899999724e+02,-4.890993238281249766e+00,-3.983261785633333552e-01
1.365000000000000036e+01,4.034672357800000100e+02,-4.891166499583333049e+00,-2.835904607566666624e-01
1.370000000000000107e+01,3.776342403099999956e+02,-4.886946437656249920e+00,-6.218741909666666290e-01
1.375000000000000000e+01,3.796957394099999874e+02,-4.886040413854166431e+00,-3.795138491633331945e-02
1.380000000000000071e+01,3.959999611800000139e+02,-4.886099574583333549e+00,-6.919713740766667009e-02
1.385000000000000142e+01,4.047258522299999868e+02,-4.882243553020833460e+00,-5.866868961433333585e-01
1.390000000000000036e+01,4.389949811600000089e+02,-4.882895410520833757e+00,-1.539783577200000142e-01
1.395000000000000107e+01,3.822160020200000190e+02,-4.875589171354167028e+00,-1.933891345333333123e-01
1.400000000000000000e+01,4.020933400800000186e+02,-4.879604862656250042e+00,-4.250027037899999915e-01
1.405000000000000071e+01,3.868552981199999863e+02,-4.880720014843750398e+00,1.628517806566666393e-01
1.410000000000000142e+01,3.988488599899999940e+02,-4.885747396302083878e+00,-2.999036081882666682e-01
1.415000000000000036e+01,4.020458760099999722e+02,-4.888231988229166269e+00,-2.426690201510000033e-01
1.420000000000000107e+01,3.672043950300000006e+02,-4.884698167760416432e+00,-1.310645194903333477e-01
1.425000000000000000e+01,3.562333174799999824e+02,-4.883523034375000016e+00,-2.666750172833333779e-02
1.430000000000000071e+01,3.818985899499999732e+02,-4.886812783854166398e+00,2.711685742533333221e-02
1.435000000000000142e+01,3.611011390400000209e+02,-4.885054308906250142e+00,-2.472663048933333163e-01
1.440000000000000036e+01,3.859018936200000098e+02,-4.889536082291666474e+00,3.488239610999997742e-03
1.445000000000000107e+01,3.813011067900000057e+02,-4.890507050729167027e+00,-6.232185924133333277e-01
1.450000000000000000e+01,3.731526938599999994e+02,-4.891558060156250498e+00,-1.790919784990000208e-01
1.455000000000000071e+01,3.479840882500000134e+02,-4.890783292239583524e+00,-2.223236383100000157e-01
1.460000000000000142e+01,3.842418710100000112e+02,-4.896570714166666782e+00,-2.195615768503333121e-01
1.465000000000000036e+01,3.528603092800000240e+02,-4.892804913333333339e+00,-2.491571600633333272e-01
1.470000000000000107e+01,3.974684094899999991e+02,-4.897229619427083236e+00,-4.385140523000000123e-01
1.475000000000000000e+01,3.521728670599999873e+02,-4.890011644531250035e+00,-1.929914697333333373e-01
1.480000000000000071e+01,3.791399574499999972e+02,-4.890846118593749736e+00,-1.745434819366666612e-01
1.485000000000000142e+01,3.611215981799999781e+02,-4.885008477708333352e+00,4.158934211966667377e-02
1.490000000000000036e+01,4.148749535399999786e+02,-4.889339215989583209e+00,-2.304523662226666547e-01
1.495000000000000107e+01,3.824497479699999758e+02,-4.885105663593749981e+00,-3.076767650936666487e-01
1.500000000000000000e+01,4.053029439000000025e+02,-4.889260023072917072e+00,-3.942706467400000636e-01
1.505000000000000071e+01,3.629041858200000092e+02,-4.886566015312499900e+00,-2.806169462076666954e-01
1.510000000000000142e+01,3.711047828999999751e+02,-4.890198404687500222e+00,-1.801648097633333501e-01
1.515000000000000036e+01,3.707749533499999757e+02,-4.892131223072916590e+00,-1.487710664773333469e-01
1.520000000000000107e+01,3.721820112799999833e+02,-4.893271372083333404e+00,-2.266941689874666654e-01
1.525000000000000000e+01,3.738327137699999980e+02,-4.893912552708333585e+00,-2.472671769366666661e-01
1.530000000000000071e+01,3.661147584999999935e+02,-4.892998264791667218e+00,-4.481887146666659223e-03
1.535000000000000142e+01,3.619451817899999924e+02,-4.891070401562499725e+00,-6.068417059399999758e-01
1.540000000000000036e+01,3.835794669800000065e+02,-4.890514897916666825e+00,-1.328002926366666780e-01
1.545000000000000107e+01,4.004603024799999957e+02,-4.889655238697916850e+00,-3.765663552799999869e-01
1.550000000000000000e+01,3.872170859099999802e+02,-4.886899849270833762e+00,-3.629238256766667003e-01
1.555000000000000071e+01,3.772751476400000001e+02,-4.885505550208333325e+00,-3.499180002533333611e-01
1.560000000000000142e+01,4.002727141199999892e+02,-4.888805453333333162e+00,3.209618458666665952e-02
1.565000000000000036e+01,3.955749820699999759e+02,-4.889958133802083218e+00,-2.855908344499999973e-01
1.570000000000000107e+01,3.723182153500000027e+02,-4.891111593125000212e+00,-2.390098562333332552e-02
1.575000000000000000e+01,3.627120827400000280e+02,-4.893241568958333509e+00,-1.713975849333333398e-02
1.580000000000000071e+01,3.761771604900000057e+02,-4.896147229270833456e+00,-3.790410377199998626e-02
1.585000000000000142e+01,3.321098597499999983e+02,-4.890790599010416351e+00,-2.474645513900000093e-01
1.590000000000000036e+01,3.595465064699999971e+02,-4.893039004479166287e+00,1.072894827733333334e-01
1.595000000000000107e+01,3.849111307800000077e+02,-4.893685292708332746e+00,-7.859572626400000706e-02
1.600000000000000000e+01,3.724582572300000152e+02,-4.889648509062499926e+00,-3.475204480066666490e-01
1.605000000000000071e+01,3.547912996100000100e+02,-4.886017898593750353e+00,-3.285231139633333353e-01
1.610000000000000142e+01,3.666288324000000216e+02,-4.886647573072916195e+00,-4.538489060999999908e-02
1.615000000000000213e+01,3.827093164699999761e+02,-4.887946694479166077e+00,-6.057462569099999472e-01
1.619999999999999929e+01,3.905403798699999811e+02,-4.888166466093750273e+00,-2.222959625933333128e-01
1.625000000000000000e+01,3.836931104299999902e+02,-4.886591600572916860e+00,-2.474244922099999855e-01
1.630000000000000071e+01,3.811386184699999831e+02,-4.885598303229166994e+00,-1.754368125733333228e-01
1.635000000000000142e+01,4.094717742899999848e+02,-4.888650156510416345e+00,-1.823469839073333654e-01
1.640000000000000213e+01,4.096720903300000032e+02,-4.889755620885416931e+00,-4.255864268733333122e-01
1.644999999999999929e+01,3.627042452300000264e+02,-4.886559612031249777e+00,-4.137035095099999560e-01
1.650000000000000000e+01,3.759054176099999722e+02,-4.890247716302083880e+00,-3.158302516689999728e-01
1.655000000000000071e+01,3.792001771399999939e+02,-4.892290654375000436e+00,-3.573577036366665932e-02
1.660000000000000142e+01,3.431417426699999851e+02,-4.889787244374999453e+00,-5.550975420933334376e-02
1.665000000000000213e+01,3.772849977500000023e+02,-4.895734513854166359e+00,-5.502860984166666469e-01
1.669999999999999929e+01,3.261854436300000089e+02,-4.890090447656249673e+00,-1.046690909919999884e-01
1.675000000000000000e+01,3.777632319900000084e+02,-4.894654388697916580e+00,-5.512899517999999555e-01
1.680000000000000071e+01,3.757767453600000067e+02,-4.889153906614583711e+00,1.132528681523333330e-01
1.685000000000000142e+01,3.604438426699999809e+02,-4.883563915520833909e+00,-8.542749163533334966e-02
1.690000000000000213e+01,3.910541979999999853e+02,-4.885547283645833794e+00,-4.554318505033332909e-01
1.694999999999999929e+01,3.927375917900000104e+02,-4.884983609739583343e+00,5.144588700000026762e-04
1.700000000000000000e+01,3.881465907499999730e+02,-4.884821185468750215e+00,-6.804819874599999929e-01
1.705000000000000071e+01,4.237642622299999857e+02,-4.891010066197917006e+00,-3.134143839333333181e-01
1.710000000000000142e+01,3.890245386199999871e+02,-4.890703261666666357e+00,-1.644323289166666757e-01
1.715000000000000213e+01,3.663697267499999839e+02,-4.890979246458333485e+00,-2.059221574566666713e-01
1.719999999999999929e+01,3.546438773500000252e+02,-4.890232059062499914e+00,-4.511314527933333873e-01
1.725000000000000000e+01,3.429987001100000157e+02,-4.888105541875000348e+00,-1.305603270850000108e-01
1.730000000000000071e+01,4.147875542099999961e+02,-4.895296184843750176e+00,-3.146911095299999572e-01
